"seqid","source","type","start","end","score","strand","phase","attributes","longitud"
"JAJSEB010000012.1","Genbank","gene",18,527,".","-",".","ID=gene-LSM04_000567;Name=LSM04_000567;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_000567;partial=true;start_range=.,18",510
"JAJSEB010000020.1","Genbank","gene",397063,399690,".","-",".","ID=gene-LSM04_006284;Name=LSM04_006284;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_006284",2628
"JAJSEB010000020.1","Genbank","gene",402927,405170,".","-",".","ID=gene-LSM04_005908;Name=LSM04_005908;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_005908",2244
"JAJSEB010000020.1","Genbank","gene",406457,408553,".","-",".","ID=gene-LSM04_004929;Name=LSM04_004929;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_004929",2097
"JAJSEB010000020.1","Genbank","gene",409376,409903,".","-",".","ID=gene-LSM04_009377;Name=LSM04_009377;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_009377",528
"JAJSEB010000020.1","Genbank","gene",410404,411450,".","-",".","ID=gene-LSM04_003918;Name=LSM04_003918;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_003918",1047
"JAJSEB010000020.1","Genbank","gene",412077,412328,".","-",".","ID=gene-LSM04_005300;Name=LSM04_005300;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_005300",252
"JAJSEB010000020.1","Genbank","gene",415239,416873,".","-",".","ID=gene-LSM04_007554;Name=LSM04_007554;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_007554",1635
"JAJSEB010000020.1","Genbank","gene",417366,417926,".","-",".","ID=gene-LSM04_005311;Name=LSM04_005311;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_005311",561
"JAJSEB010000020.1","Genbank","gene",418285,422115,".","-",".","ID=gene-LSM04_007449;Name=LSM04_007449;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_007449",3831
"JAJSEB010000020.1","Genbank","gene",422627,423721,".","-",".","ID=gene-LSM04_001490;Name=LSM04_001490;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_001490",1095
"JAJSEB010000020.1","Genbank","gene",424436,425887,".","-",".","ID=gene-LSM04_006383;Name=LSM04_006383;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_006383",1452
"JAJSEB010000020.1","Genbank","gene",426311,426943,".","-",".","ID=gene-LSM04_008778;Name=LSM04_008778;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_008778",633
"JAJSEB010000020.1","Genbank","gene",427408,428436,".","-",".","ID=gene-LSM04_002620;Name=LSM04_002620;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_002620",1029
"JAJSEB010000020.1","Genbank","gene",429424,430083,".","-",".","ID=gene-LSM04_005347;Name=LSM04_005347;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_005347",660
"JAJSEB010000020.1","Genbank","gene",430558,431226,".","-",".","ID=gene-LSM04_007182;Name=LSM04_007182;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_007182",669
"JAJSEB010000020.1","Genbank","gene",431571,431987,".","-",".","ID=gene-LSM04_004482;Name=LSM04_004482;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_004482",417
"JAJSEB010000020.1","Genbank","gene",432429,433583,".","-",".","ID=gene-LSM04_003938;Name=LSM04_003938;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_003938",1155
"JAJSEB010000020.1","Genbank","gene",433965,434540,".","-",".","ID=gene-LSM04_007536;Name=LSM04_007536;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_007536",576
"JAJSEB010000020.1","Genbank","gene",434739,437918,".","-",".","ID=gene-LSM04_005244;Name=LSM04_005244;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_005244",3180
"JAJSEB010000020.1","Genbank","gene",438262,440025,".","-",".","ID=gene-LSM04_004856;Name=LSM04_004856;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_004856",1764
"JAJSEB010000020.1","Genbank","gene",440792,441712,".","-",".","ID=gene-LSM04_003514;Name=LSM04_003514;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_003514",921
"JAJSEB010000020.1","Genbank","gene",441977,442735,".","-",".","ID=gene-LSM04_000030;Name=LSM04_000030;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_000030",759
"JAJSEB010000020.1","Genbank","gene",442871,443608,".","-",".","ID=gene-LSM04_000442;Name=LSM04_000442;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_000442",738
"JAJSEB010000020.1","Genbank","gene",444448,444831,".","-",".","ID=gene-LSM04_000166;Name=LSM04_000166;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_000166",384
"JAJSEB010000020.1","Genbank","gene",445046,445273,".","-",".","ID=gene-LSM04_002219;Name=LSM04_002219;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_002219",228
"JAJSEB010000020.1","Genbank","gene",447046,448413,".","-",".","ID=gene-LSM04_003738;Name=LSM04_003738;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_003738",1368
"JAJSEB010000020.1","Genbank","gene",449553,450612,".","-",".","ID=gene-LSM04_000881;Name=LSM04_000881;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_000881",1060
"JAJSEB010000020.1","Genbank","gene",450662,451138,".","-",".","ID=gene-LSM04_004008;Name=LSM04_004008;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_004008",477
"JAJSEB010000020.1","Genbank","gene",452591,453961,".","-",".","ID=gene-LSM04_004400;Name=LSM04_004400;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_004400",1371
"JAJSEB010000020.1","Genbank","gene",455363,455737,".","-",".","ID=gene-LSM04_007218;Name=LSM04_007218;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_007218",375
"JAJSEB010000020.1","Genbank","gene",455825,456701,".","-",".","ID=gene-LSM04_007916;Name=LSM04_007916;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_007916",877
"JAJSEB010000020.1","Genbank","gene",456899,457627,".","-",".","ID=gene-LSM04_006025;Name=LSM04_006025;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_006025",729
"JAJSEB010000020.1","Genbank","gene",458843,467680,".","+",".","ID=gene-LSM04_005954;Name=LSM04_005954;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_005954",8838
"JAJSEB010000033.1","Genbank","gene",1318,3444,".","-",".","ID=gene-LSM04_009364;Name=LSM04_009364;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_009364",2127
"JAJSEB010000033.1","Genbank","gene",5333,5911,".","+",".","ID=gene-LSM04_003943;Name=LSM04_003943;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_003943",579
"JAJSEB010000033.1","Genbank","gene",6117,7931,".","+",".","ID=gene-LSM04_003648;Name=LSM04_003648;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_003648",1815
"JAJSEB010000033.1","Genbank","gene",8506,9387,".","+",".","ID=gene-LSM04_003535;Name=LSM04_003535;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_003535",882
"JAJSEB010000033.1","Genbank","gene",10179,10616,".","+",".","ID=gene-LSM04_008165;Name=LSM04_008165;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_008165",438
"JAJSEB010000033.1","Genbank","gene",10891,12636,".","+",".","ID=gene-LSM04_001601;Name=LSM04_001601;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_001601",1746
"JAJSEB010000033.1","Genbank","gene",12932,14677,".","+",".","ID=gene-LSM04_005643;Name=LSM04_005643;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_005643",1746
"JAJSEB010000033.1","Genbank","gene",14973,16718,".","+",".","ID=gene-LSM04_007776;Name=LSM04_007776;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_007776",1746
"JAJSEB010000033.1","Genbank","gene",16980,17987,".","+",".","ID=gene-LSM04_005372;Name=LSM04_005372;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_005372",1008
"JAJSEB010000033.1","Genbank","gene",18522,24461,".","+",".","ID=gene-LSM04_002522;Name=LSM04_002522;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_002522",5940
"JAJSEB010000033.1","Genbank","gene",24786,25022,".","+",".","ID=gene-LSM04_007765;Name=LSM04_007765;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_007765",237
"JAJSEB010000033.1","Genbank","gene",25398,26393,".","+",".","ID=gene-LSM04_007365;Name=LSM04_007365;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_007365",996
"JAJSEB010000033.1","Genbank","gene",28553,29617,".","+",".","ID=gene-LSM04_009700;Name=LSM04_009700;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_009700",1065
"JAJSEB010000033.1","Genbank","gene",30374,31636,".","+",".","ID=gene-LSM04_003347;Name=LSM04_003347;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_003347",1263
"JAJSEB010000033.1","Genbank","gene",32189,34216,".","+",".","ID=gene-LSM04_006220;Name=LSM04_006220;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_006220",2028
"JAJSEB010000033.1","Genbank","gene",34829,37138,".","+",".","ID=gene-LSM04_007355;Name=LSM04_007355;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_007355",2310
"JAJSEB010000033.1","Genbank","gene",38890,41700,".","+",".","ID=gene-LSM04_005117;Name=LSM04_005117;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_005117",2811
"JAJSEB010000033.1","Genbank","gene",42169,45039,".","+",".","ID=gene-LSM04_009758;Name=LSM04_009758;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_009758",2871
"JAJSEB010000033.1","Genbank","gene",45600,47864,".","+",".","ID=gene-LSM04_008373;Name=LSM04_008373;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_008373",2265
"JAJSEB010000033.1","Genbank","gene",48537,51440,".","+",".","ID=gene-LSM04_007016;Name=LSM04_007016;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_007016",2904
"JAJSEB010000033.1","Genbank","gene",52785,54260,".","+",".","ID=gene-LSM04_000511;Name=LSM04_000511;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_000511",1476
"JAJSEB010000033.1","Genbank","gene",57113,60343,".","+",".","ID=gene-LSM04_009567;Name=LSM04_009567;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_009567",3231
"JAJSEB010000033.1","Genbank","gene",61430,65077,".","+",".","ID=gene-LSM04_001722;Name=LSM04_001722;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_001722",3648
"JAJSEB010000033.1","Genbank","gene",65688,67805,".","+",".","ID=gene-LSM04_005648;Name=LSM04_005648;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_005648",2118
"JAJSEB010000033.1","Genbank","gene",68837,69772,".","+",".","ID=gene-LSM04_003116;Name=LSM04_003116;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_003116",936
"JAJSEB010000033.1","Genbank","gene",70778,75070,".","+",".","ID=gene-LSM04_005140;Name=LSM04_005140;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_005140",4293
"JAJSEB010000033.1","Genbank","gene",76345,78294,".","+",".","ID=gene-LSM04_005082;Name=LSM04_005082;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_005082",1950
"JAJSEB010000033.1","Genbank","gene",79872,80585,".","-",".","ID=gene-LSM04_009187;Name=LSM04_009187;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_009187",714
"JAJSEB010000033.1","Genbank","gene",81918,82632,".","-",".","ID=gene-LSM04_004659;Name=LSM04_004659;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_004659",715
"JAJSEB010000033.1","Genbank","gene",83013,83727,".","-",".","ID=gene-LSM04_003098;Name=LSM04_003098;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_003098",715
"JAJSEB010000033.1","Genbank","gene",84110,84824,".","-",".","ID=gene-LSM04_007831;Name=LSM04_007831;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_007831",715
"JAJSEB010000033.1","Genbank","gene",85189,86151,".","+",".","ID=gene-LSM04_002797;Name=LSM04_002797;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_002797",963
"JAJSEB010000033.1","Genbank","gene",86836,87477,".","+",".","ID=gene-LSM04_001736;Name=LSM04_001736;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_001736",642
"JAJSEB010000033.1","Genbank","gene",88903,94854,".","+",".","ID=gene-LSM04_002244;Name=LSM04_002244;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_002244",5952
"JAJSEB010000033.1","Genbank","gene",95392,99942,".","+",".","ID=gene-LSM04_004379;Name=LSM04_004379;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_004379",4551
"JAJSEB010000033.1","Genbank","gene",101678,103924,".","+",".","ID=gene-LSM04_001340;Name=LSM04_001340;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_001340",2247
"JAJSEB010000033.1","Genbank","gene",106231,108489,".","+",".","ID=gene-LSM04_006320;Name=LSM04_006320;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_006320",2259
"JAJSEB010000033.1","Genbank","gene",109564,111552,".","+",".","ID=gene-LSM04_009433;Name=LSM04_009433;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_009433",1989
"JAJSEB010000033.1","Genbank","gene",112253,113332,".","+",".","ID=gene-LSM04_002486;Name=LSM04_002486;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_002486",1080
"JAJSEB010000033.1","Genbank","gene",115060,117549,".","+",".","ID=gene-LSM04_004484;Name=LSM04_004484;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_004484",2490
"JAJSEB010000033.1","Genbank","gene",118557,121886,".","+",".","ID=gene-LSM04_006724;Name=LSM04_006724;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_006724",3330
"JAJSEB010000033.1","Genbank","gene",123647,126994,".","+",".","ID=gene-LSM04_008278;Name=LSM04_008278;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_008278",3348
"JAJSEB010000033.1","Genbank","gene",127953,128387,".","+",".","ID=gene-LSM04_007845;Name=LSM04_007845;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_007845",435
"JAJSEB010000033.1","Genbank","gene",129696,130850,".","+",".","ID=gene-LSM04_006477;Name=LSM04_006477;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_006477",1155
"JAJSEB010000033.1","Genbank","gene",131156,132637,".","+",".","ID=gene-LSM04_000565;Name=LSM04_000565;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_000565",1482
"JAJSEB010000033.1","Genbank","gene",133153,133674,".","+",".","ID=gene-LSM04_004677;Name=LSM04_004677;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_004677",522
"JAJSEB010000033.1","Genbank","gene",134112,137000,".","+",".","ID=gene-LSM04_001975;Name=LSM04_001975;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_001975",2889
"JAJSEB010000033.1","Genbank","gene",137796,138761,".","+",".","ID=gene-LSM04_006830;Name=LSM04_006830;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_006830",966
"JAJSEB010000033.1","Genbank","gene",139623,142535,".","+",".","ID=gene-LSM04_004842;Name=LSM04_004842;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_004842",2913
"JAJSEB010000033.1","Genbank","gene",144055,146004,".","+",".","ID=gene-LSM04_000354;Name=LSM04_000354;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_000354",1950
"JAJSEB010000033.1","Genbank","gene",147526,148011,".","+",".","ID=gene-LSM04_007068;Name=LSM04_007068;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_007068",486
"JAJSEB010000033.1","Genbank","gene",148543,152904,".","+",".","ID=gene-LSM04_000860;Name=LSM04_000860;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_000860",4362
"JAJSEB010000033.1","Genbank","gene",153919,154770,".","+",".","ID=gene-LSM04_005816;Name=LSM04_005816;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_005816",852
"JAJSEB010000033.1","Genbank","gene",155463,160970,".","+",".","ID=gene-LSM04_007335;Name=LSM04_007335;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_007335",5508
"JAJSEB010000033.1","Genbank","gene",161759,163257,".","+",".","ID=gene-LSM04_000792;Name=LSM04_000792;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_000792",1499
"JAJSEB010000033.1","Genbank","gene",163377,163905,".","-",".","ID=gene-LSM04_009519;Name=LSM04_009519;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_009519",529
"JAJSEB010000033.1","Genbank","gene",163463,164593,".","+",".","ID=gene-LSM04_005861;Name=LSM04_005861;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_005861",1131
"JAJSEB010000033.1","Genbank","gene",165388,166267,".","+",".","ID=gene-LSM04_000590;Name=LSM04_000590;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_000590",880
"JAJSEB010000033.1","Genbank","gene",166678,167043,".","+",".","ID=gene-LSM04_007995;Name=LSM04_007995;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_007995",366
"JAJSEB010000033.1","Genbank","gene",167095,168225,".","+",".","ID=gene-LSM04_007896;Name=LSM04_007896;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_007896",1131
"JAJSEB010000033.1","Genbank","gene",169022,169899,".","+",".","ID=gene-LSM04_007441;Name=LSM04_007441;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_007441",878
"JAJSEB010000033.1","Genbank","gene",170309,170674,".","+",".","ID=gene-LSM04_004250;Name=LSM04_004250;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_004250",366
"JAJSEB010000033.1","Genbank","gene",170726,171856,".","+",".","ID=gene-LSM04_006589;Name=LSM04_006589;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_006589",1131
"JAJSEB010000033.1","Genbank","gene",172643,173521,".","+",".","ID=gene-LSM04_000519;Name=LSM04_000519;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_000519",879
"JAJSEB010000033.1","Genbank","gene",173931,174296,".","+",".","ID=gene-LSM04_008538;Name=LSM04_008538;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_008538",366
"JAJSEB010000033.1","Genbank","gene",174348,174812,".","+",".","ID=gene-LSM04_005462;Name=LSM04_005462;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_005462",465
"JAJSEB010000033.1","Genbank","gene",175761,178499,".","+",".","ID=gene-LSM04_007668;Name=LSM04_007668;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_007668",2739
"JAJSEB010000033.1","Genbank","gene",179742,181373,".","+",".","ID=gene-LSM04_007638;Name=LSM04_007638;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_007638",1632
"JAJSEB010000033.1","Genbank","gene",182377,184374,".","+",".","ID=gene-LSM04_000866;Name=LSM04_000866;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_000866",1998
"JAJSEB010000033.1","Genbank","gene",186138,187472,".","+",".","ID=gene-LSM04_005811;Name=LSM04_005811;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_005811",1335
"JAJSEB010000033.1","Genbank","gene",188200,190641,".","+",".","ID=gene-LSM04_000587;Name=LSM04_000587;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_000587",2442
"JAJSEB010000033.1","Genbank","gene",191040,193085,".","+",".","ID=gene-LSM04_001322;Name=LSM04_001322;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_001322",2046
"JAJSEB010000033.1","Genbank","gene",194885,196318,".","+",".","ID=gene-LSM04_004069;Name=LSM04_004069;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_004069",1434
"JAJSEB010000033.1","Genbank","gene",197271,198917,".","+",".","ID=gene-LSM04_003114;Name=LSM04_003114;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_003114",1647
"JAJSEB010000033.1","Genbank","gene",200140,200960,".","+",".","ID=gene-LSM04_001631;Name=LSM04_001631;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_001631",821
"JAJSEB010000033.1","Genbank","gene",201625,204126,".","+",".","ID=gene-LSM04_003625;Name=LSM04_003625;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_003625",2502
"JAJSEB010000033.1","Genbank","gene",205244,207139,".","+",".","ID=gene-LSM04_002694;Name=LSM04_002694;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_002694",1896
"JAJSEB010000033.1","Genbank","gene",208588,209379,".","+",".","ID=gene-LSM04_001826;Name=LSM04_001826;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_001826",792
"JAJSEB010000033.1","Genbank","gene",210928,211167,".","+",".","ID=gene-LSM04_008574;Name=LSM04_008574;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_008574",240
"JAJSEB010000033.1","Genbank","gene",211186,211587,".","+",".","ID=gene-LSM04_001981;Name=LSM04_001981;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_001981",402
"JAJSEB010000033.1","Genbank","gene",211591,213235,".","+",".","ID=gene-LSM04_007565;Name=LSM04_007565;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_007565",1645
"JAJSEB010000033.1","Genbank","gene",213462,213758,".","-",".","ID=gene-LSM04_009447;Name=LSM04_009447;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_009447",297
"JAJSEB010000033.1","Genbank","gene",214372,215199,".","-",".","ID=gene-LSM04_001045;Name=LSM04_001045;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_001045",828
"JAJSEB010000033.1","Genbank","gene",214900,215607,".","+",".","ID=gene-LSM04_001203;Name=LSM04_001203;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_001203",708
"JAJSEB010000033.1","Genbank","gene",221026,221544,".","-",".","ID=gene-LSM04_006191;Name=LSM04_006191;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_006191",519
"JAJSEB010000033.1","Genbank","gene",222317,222586,".","-",".","ID=gene-LSM04_005725;Name=LSM04_005725;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_005725",270
"JAJSEB010000033.1","Genbank","gene",222656,223320,".","+",".","ID=gene-LSM04_002920;Name=LSM04_002920;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_002920",665
"JAJSEB010000033.1","Genbank","gene",224875,225213,".","-",".","ID=gene-LSM04_000951;Name=LSM04_000951;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_000951",339
"JAJSEB010000033.1","Genbank","gene",226351,226674,".","-",".","ID=gene-LSM04_004142;Name=LSM04_004142;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_004142",324
"JAJSEB010000033.1","Genbank","gene",226731,227819,".","+",".","ID=gene-LSM04_005793;Name=LSM04_005793;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_005793",1089
"JAJSEB010000033.1","Genbank","gene",227822,228754,".","+",".","ID=gene-LSM04_003258;Name=LSM04_003258;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_003258",933
"JAJSEB010000033.1","Genbank","gene",229028,229700,".","+",".","ID=gene-LSM04_006803;Name=LSM04_006803;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_006803",673
"JAJSEB010000033.1","Genbank","gene",229773,230309,".","+",".","ID=gene-LSM04_009139;Name=LSM04_009139;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_009139",537
"JAJSEB010000033.1","Genbank","gene",230388,231296,".","+",".","ID=gene-LSM04_002175;Name=LSM04_002175;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_002175",909
"JAJSEB010000033.1","Genbank","gene",235983,236619,".","-",".","ID=gene-LSM04_007789;Name=LSM04_007789;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_007789",637
"JAJSEB010000033.1","Genbank","gene",237170,237532,".","+",".","ID=gene-LSM04_005928;Name=LSM04_005928;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_005928",363
"JAJSEB010000033.1","Genbank","gene",237721,238926,".","+",".","ID=gene-LSM04_007973;Name=LSM04_007973;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_007973",1206
"JAJSEB010000033.1","Genbank","gene",239218,239634,".","+",".","ID=gene-LSM04_008775;Name=LSM04_008775;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_008775",417
"JAJSEB010000033.1","Genbank","gene",239846,245827,".","+",".","ID=gene-LSM04_001274;Name=LSM04_001274;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_001274",5982
"JAJSEB010000033.1","Genbank","gene",246766,248226,".","+",".","ID=gene-LSM04_002682;Name=LSM04_002682;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_002682",1461
"JAJSEB010000033.1","Genbank","gene",248732,249175,".","+",".","ID=gene-LSM04_009412;Name=LSM04_009412;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_009412",444
"JAJSEB010000033.1","Genbank","gene",249694,250484,".","+",".","ID=gene-LSM04_007021;Name=LSM04_007021;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_007021",791
"JAJSEB010000033.1","Genbank","gene",252159,253253,".","+",".","ID=gene-LSM04_001612;Name=LSM04_001612;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_001612",1095
"JAJSEB010000033.1","Genbank","gene",253975,255726,".","+",".","ID=gene-LSM04_000913;Name=LSM04_000913;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_000913",1752
"JAJSEB010000033.1","Genbank","gene",256082,257380,".","+",".","ID=gene-LSM04_006398;Name=LSM04_006398;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_006398",1299
"JAJSEB010000033.1","Genbank","gene",257989,258426,".","+",".","ID=gene-LSM04_001830;Name=LSM04_001830;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_001830",438
"JAJSEB010000033.1","Genbank","gene",259251,262187,".","+",".","ID=gene-LSM04_009684;Name=LSM04_009684;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_009684",2937
"JAJSEB010000033.1","Genbank","gene",263001,264902,".","+",".","ID=gene-LSM04_002089;Name=LSM04_002089;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_002089",1902
"JAJSEB010000033.1","Genbank","gene",265278,266465,".","+",".","ID=gene-LSM04_008767;Name=LSM04_008767;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_008767",1188
"JAJSEB010000033.1","Genbank","gene",267612,269072,".","+",".","ID=gene-LSM04_001041;Name=LSM04_001041;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_001041",1461
