"seqid","source","type","start","end","score","strand","phase","attributes","longitud"
"JAJSEB010000016.1","Genbank","gene",231533,232537,".","-",".","ID=gene-LSM04_005249;Name=LSM04_005249;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_005249",1005
"JAJSEB010000016.1","Genbank","mRNA",231533,232537,".","-",".","ID=rna-gnl|WGS:JAJSEB|jg2929.t1;Parent=gene-LSM04_005249;gbkey=mRNA;locus_tag=LSM04_005249;orig_protein_id=gnl|WGS:JAJSEB|jg2929.t1.CDS1;orig_transcript_id=gnl|WGS:JAJSEB|jg2929.t1;product=Cyclin",1005
"JAJSEB010000016.1","Genbank","exon",231533,232537,".","-",".","ID=exon-gnl|WGS:JAJSEB|jg2929.t1-1;Parent=rna-gnl|WGS:JAJSEB|jg2929.t1;gbkey=mRNA;locus_tag=LSM04_005249;orig_protein_id=gnl|WGS:JAJSEB|jg2929.t1.CDS1;orig_transcript_id=gnl|WGS:JAJSEB|jg2929.t1;product=Cyclin",1005
"JAJSEB010000016.1","Genbank","CDS",231533,232537,".","-","0","ID=cds-KAH9599533.1;Parent=rna-gnl|WGS:JAJSEB|jg2929.t1;Dbxref=NCBI_GP:KAH9599533.1;Name=KAH9599533.1;gbkey=CDS;locus_tag=LSM04_005249;orig_transcript_id=gnl|WGS:JAJSEB|jg2929.t1;product=Cyclin;protein_id=KAH9599533.1",1005
"JAJSEB010000016.1","Genbank","gene",237749,238021,".","-",".","ID=gene-LSM04_000375;Name=LSM04_000375;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_000375",273
"JAJSEB010000016.1","Genbank","mRNA",237749,238021,".","-",".","ID=rna-gnl|WGS:JAJSEB|jg2930.t1;Parent=gene-LSM04_000375;gbkey=mRNA;locus_tag=LSM04_000375;orig_protein_id=gnl|WGS:JAJSEB|jg2930.t1.CDS1;orig_transcript_id=gnl|WGS:JAJSEB|jg2930.t1;product=hypothetical protein",273
"JAJSEB010000016.1","Genbank","exon",237749,238021,".","-",".","ID=exon-gnl|WGS:JAJSEB|jg2930.t1-1;Parent=rna-gnl|WGS:JAJSEB|jg2930.t1;gbkey=mRNA;locus_tag=LSM04_000375;orig_protein_id=gnl|WGS:JAJSEB|jg2930.t1.CDS1;orig_transcript_id=gnl|WGS:JAJSEB|jg2930.t1;product=hypothetical protein",273
"JAJSEB010000016.1","Genbank","CDS",237749,238021,".","-","0","ID=cds-KAH9599420.1;Parent=rna-gnl|WGS:JAJSEB|jg2930.t1;Dbxref=NCBI_GP:KAH9599420.1;Name=KAH9599420.1;gbkey=CDS;locus_tag=LSM04_000375;orig_transcript_id=gnl|WGS:JAJSEB|jg2930.t1;product=hypothetical protein;protein_id=KAH9599420.1",273
"JAJSEB010000016.1","Genbank","gene",239006,240146,".","+",".","ID=gene-LSM04_008594;Name=LSM04_008594;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_008594",1141
"JAJSEB010000016.1","Genbank","mRNA",239006,240146,".","+",".","ID=rna-gnl|WGS:JAJSEB|jg2931.t1;Parent=gene-LSM04_008594;gbkey=mRNA;locus_tag=LSM04_008594;orig_protein_id=gnl|WGS:JAJSEB|jg2931.t1.CDS1;orig_transcript_id=gnl|WGS:JAJSEB|jg2931.t1;product=hypothetical protein",1141
"JAJSEB010000016.1","Genbank","exon",239006,239273,".","+",".","ID=exon-gnl|WGS:JAJSEB|jg2931.t1-1;Parent=rna-gnl|WGS:JAJSEB|jg2931.t1;gbkey=mRNA;locus_tag=LSM04_008594;orig_protein_id=gnl|WGS:JAJSEB|jg2931.t1.CDS1;orig_transcript_id=gnl|WGS:JAJSEB|jg2931.t1;product=hypothetical protein",268
"JAJSEB010000016.1","Genbank","exon",239797,240146,".","+",".","ID=exon-gnl|WGS:JAJSEB|jg2931.t1-2;Parent=rna-gnl|WGS:JAJSEB|jg2931.t1;gbkey=mRNA;locus_tag=LSM04_008594;orig_protein_id=gnl|WGS:JAJSEB|jg2931.t1.CDS1;orig_transcript_id=gnl|WGS:JAJSEB|jg2931.t1;product=hypothetical protein",350
"JAJSEB010000016.1","Genbank","CDS",239006,239273,".","+","0","ID=cds-KAH9599608.1;Parent=rna-gnl|WGS:JAJSEB|jg2931.t1;Dbxref=NCBI_GP:KAH9599608.1;Name=KAH9599608.1;gbkey=CDS;locus_tag=LSM04_008594;orig_transcript_id=gnl|WGS:JAJSEB|jg2931.t1;product=hypothetical protein;protein_id=KAH9599608.1",268
"JAJSEB010000016.1","Genbank","CDS",239797,240146,".","+","2","ID=cds-KAH9599608.1;Parent=rna-gnl|WGS:JAJSEB|jg2931.t1;Dbxref=NCBI_GP:KAH9599608.1;Name=KAH9599608.1;gbkey=CDS;locus_tag=LSM04_008594;orig_transcript_id=gnl|WGS:JAJSEB|jg2931.t1;product=hypothetical protein;protein_id=KAH9599608.1",350
"JAJSEB010000016.1","Genbank","mRNA",239006,239287,".","+",".","ID=rna-gnl|WGS:JAJSEB|jg2931.t2;Parent=gene-LSM04_008594;gbkey=mRNA;locus_tag=LSM04_008594;orig_protein_id=gnl|WGS:JAJSEB|jg2931.t2.CDS1;orig_transcript_id=gnl|WGS:JAJSEB|jg2931.t2;product=hypothetical protein",282
"JAJSEB010000016.1","Genbank","exon",239006,239287,".","+",".","ID=exon-gnl|WGS:JAJSEB|jg2931.t2-1;Parent=rna-gnl|WGS:JAJSEB|jg2931.t2;gbkey=mRNA;locus_tag=LSM04_008594;orig_protein_id=gnl|WGS:JAJSEB|jg2931.t2.CDS1;orig_transcript_id=gnl|WGS:JAJSEB|jg2931.t2;product=hypothetical protein",282
"JAJSEB010000016.1","Genbank","CDS",239006,239287,".","+","0","ID=cds-KAH9599609.1;Parent=rna-gnl|WGS:JAJSEB|jg2931.t2;Dbxref=NCBI_GP:KAH9599609.1;Name=KAH9599609.1;gbkey=CDS;locus_tag=LSM04_008594;orig_transcript_id=gnl|WGS:JAJSEB|jg2931.t2;product=hypothetical protein;protein_id=KAH9599609.1",282
"JAJSEB010000016.1","Genbank","gene",240180,240446,".","-",".","ID=gene-LSM04_002554;Name=LSM04_002554;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_002554",267
"JAJSEB010000016.1","Genbank","mRNA",240180,240446,".","-",".","ID=rna-gnl|WGS:JAJSEB|jg2933.t1;Parent=gene-LSM04_002554;gbkey=mRNA;locus_tag=LSM04_002554;orig_protein_id=gnl|WGS:JAJSEB|jg2933.t1.CDS1;orig_transcript_id=gnl|WGS:JAJSEB|jg2933.t1;product=hypothetical protein",267
"JAJSEB010000016.1","Genbank","exon",240180,240446,".","-",".","ID=exon-gnl|WGS:JAJSEB|jg2933.t1-1;Parent=rna-gnl|WGS:JAJSEB|jg2933.t1;gbkey=mRNA;locus_tag=LSM04_002554;orig_protein_id=gnl|WGS:JAJSEB|jg2933.t1.CDS1;orig_transcript_id=gnl|WGS:JAJSEB|jg2933.t1;product=hypothetical protein",267
"JAJSEB010000016.1","Genbank","CDS",240180,240446,".","-","0","ID=cds-KAH9599461.1;Parent=rna-gnl|WGS:JAJSEB|jg2933.t1;Dbxref=NCBI_GP:KAH9599461.1;Name=KAH9599461.1;gbkey=CDS;locus_tag=LSM04_002554;orig_transcript_id=gnl|WGS:JAJSEB|jg2933.t1;product=hypothetical protein;protein_id=KAH9599461.1",267
"JAJSEB010000016.1","Genbank","gene",240362,241284,".","+",".","ID=gene-LSM04_000639;Name=LSM04_000639;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_000639",923
"JAJSEB010000016.1","Genbank","mRNA",240362,241284,".","+",".","ID=rna-gnl|WGS:JAJSEB|jg2932.t1;Parent=gene-LSM04_000639;gbkey=mRNA;locus_tag=LSM04_000639;orig_protein_id=gnl|WGS:JAJSEB|jg2932.t1.CDS1;orig_transcript_id=gnl|WGS:JAJSEB|jg2932.t1;product=Ribonuclease H domain",923
"JAJSEB010000016.1","Genbank","exon",240362,240473,".","+",".","ID=exon-gnl|WGS:JAJSEB|jg2932.t1-1;Parent=rna-gnl|WGS:JAJSEB|jg2932.t1;gbkey=mRNA;locus_tag=LSM04_000639;orig_protein_id=gnl|WGS:JAJSEB|jg2932.t1.CDS1;orig_transcript_id=gnl|WGS:JAJSEB|jg2932.t1;product=Ribonuclease H domain",112
"JAJSEB010000016.1","Genbank","exon",240587,241284,".","+",".","ID=exon-gnl|WGS:JAJSEB|jg2932.t1-2;Parent=rna-gnl|WGS:JAJSEB|jg2932.t1;gbkey=mRNA;locus_tag=LSM04_000639;orig_protein_id=gnl|WGS:JAJSEB|jg2932.t1.CDS1;orig_transcript_id=gnl|WGS:JAJSEB|jg2932.t1;product=Ribonuclease H domain",698
"JAJSEB010000016.1","Genbank","CDS",240362,240473,".","+","0","ID=cds-KAH9599426.1;Parent=rna-gnl|WGS:JAJSEB|jg2932.t1;Dbxref=NCBI_GP:KAH9599426.1;Name=KAH9599426.1;gbkey=CDS;locus_tag=LSM04_000639;orig_transcript_id=gnl|WGS:JAJSEB|jg2932.t1;product=Ribonuclease H domain;protein_id=KAH9599426.1",112
"JAJSEB010000016.1","Genbank","CDS",240587,241284,".","+","2","ID=cds-KAH9599426.1;Parent=rna-gnl|WGS:JAJSEB|jg2932.t1;Dbxref=NCBI_GP:KAH9599426.1;Name=KAH9599426.1;gbkey=CDS;locus_tag=LSM04_000639;orig_transcript_id=gnl|WGS:JAJSEB|jg2932.t1;product=Ribonuclease H domain;protein_id=KAH9599426.1",698
"JAJSEB010000016.1","Genbank","gene",241580,242309,".","-",".","ID=gene-LSM04_009184;Name=LSM04_009184;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_009184",730
"JAJSEB010000016.1","Genbank","mRNA",241580,242309,".","-",".","ID=rna-gnl|WGS:JAJSEB|jg2934.t1;Parent=gene-LSM04_009184;gbkey=mRNA;locus_tag=LSM04_009184;orig_protein_id=gnl|WGS:JAJSEB|jg2934.t1.CDS1;orig_transcript_id=gnl|WGS:JAJSEB|jg2934.t1;product=hypothetical protein",730
"JAJSEB010000016.1","Genbank","exon",242285,242309,".","-",".","ID=exon-gnl|WGS:JAJSEB|jg2934.t1-1;Parent=rna-gnl|WGS:JAJSEB|jg2934.t1;gbkey=mRNA;locus_tag=LSM04_009184;orig_protein_id=gnl|WGS:JAJSEB|jg2934.t1.CDS1;orig_transcript_id=gnl|WGS:JAJSEB|jg2934.t1;product=hypothetical protein",25
"JAJSEB010000016.1","Genbank","exon",241580,242169,".","-",".","ID=exon-gnl|WGS:JAJSEB|jg2934.t1-2;Parent=rna-gnl|WGS:JAJSEB|jg2934.t1;gbkey=mRNA;locus_tag=LSM04_009184;orig_protein_id=gnl|WGS:JAJSEB|jg2934.t1.CDS1;orig_transcript_id=gnl|WGS:JAJSEB|jg2934.t1;product=hypothetical protein",590
"JAJSEB010000016.1","Genbank","CDS",242285,242309,".","-","0","ID=cds-KAH9599633.1;Parent=rna-gnl|WGS:JAJSEB|jg2934.t1;Dbxref=NCBI_GP:KAH9599633.1;Name=KAH9599633.1;gbkey=CDS;locus_tag=LSM04_009184;orig_transcript_id=gnl|WGS:JAJSEB|jg2934.t1;product=hypothetical protein;protein_id=KAH9599633.1",25
"JAJSEB010000016.1","Genbank","CDS",241580,242169,".","-","2","ID=cds-KAH9599633.1;Parent=rna-gnl|WGS:JAJSEB|jg2934.t1;Dbxref=NCBI_GP:KAH9599633.1;Name=KAH9599633.1;gbkey=CDS;locus_tag=LSM04_009184;orig_transcript_id=gnl|WGS:JAJSEB|jg2934.t1;product=hypothetical protein;protein_id=KAH9599633.1",590
"JAJSEB010000016.1","Genbank","gene",242324,242686,".","+",".","ID=gene-LSM04_002269;Name=LSM04_002269;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_002269",363
"JAJSEB010000016.1","Genbank","mRNA",242324,242686,".","+",".","ID=rna-gnl|WGS:JAJSEB|jg2935.t1;Parent=gene-LSM04_002269;gbkey=mRNA;locus_tag=LSM04_002269;orig_protein_id=gnl|WGS:JAJSEB|jg2935.t1.CDS1;orig_transcript_id=gnl|WGS:JAJSEB|jg2935.t1;product=hypothetical protein",363
"JAJSEB010000016.1","Genbank","exon",242324,242571,".","+",".","ID=exon-gnl|WGS:JAJSEB|jg2935.t1-1;Parent=rna-gnl|WGS:JAJSEB|jg2935.t1;gbkey=mRNA;locus_tag=LSM04_002269;orig_protein_id=gnl|WGS:JAJSEB|jg2935.t1.CDS1;orig_transcript_id=gnl|WGS:JAJSEB|jg2935.t1;product=hypothetical protein",248
"JAJSEB010000016.1","Genbank","exon",242641,242686,".","+",".","ID=exon-gnl|WGS:JAJSEB|jg2935.t1-2;Parent=rna-gnl|WGS:JAJSEB|jg2935.t1;gbkey=mRNA;locus_tag=LSM04_002269;orig_protein_id=gnl|WGS:JAJSEB|jg2935.t1.CDS1;orig_transcript_id=gnl|WGS:JAJSEB|jg2935.t1;product=hypothetical protein",46
"JAJSEB010000016.1","Genbank","CDS",242324,242571,".","+","0","ID=cds-KAH9599457.1;Parent=rna-gnl|WGS:JAJSEB|jg2935.t1;Dbxref=NCBI_GP:KAH9599457.1;Name=KAH9599457.1;gbkey=CDS;locus_tag=LSM04_002269;orig_transcript_id=gnl|WGS:JAJSEB|jg2935.t1;product=hypothetical protein;protein_id=KAH9599457.1",248
"JAJSEB010000016.1","Genbank","CDS",242641,242686,".","+","1","ID=cds-KAH9599457.1;Parent=rna-gnl|WGS:JAJSEB|jg2935.t1;Dbxref=NCBI_GP:KAH9599457.1;Name=KAH9599457.1;gbkey=CDS;locus_tag=LSM04_002269;orig_transcript_id=gnl|WGS:JAJSEB|jg2935.t1;product=hypothetical protein;protein_id=KAH9599457.1",46
"JAJSEB010000016.1","Genbank","gene",244043,245383,".","+",".","ID=gene-LSM04_000972;Name=LSM04_000972;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_000972",1341
"JAJSEB010000016.1","Genbank","mRNA",244043,245383,".","+",".","ID=rna-gnl|WGS:JAJSEB|jg2936.t1;Parent=gene-LSM04_000972;gbkey=mRNA;locus_tag=LSM04_000972;orig_protein_id=gnl|WGS:JAJSEB|jg2936.t1.CDS1;orig_transcript_id=gnl|WGS:JAJSEB|jg2936.t1;product=hypothetical protein",1341
"JAJSEB010000016.1","Genbank","exon",244043,245383,".","+",".","ID=exon-gnl|WGS:JAJSEB|jg2936.t1-1;Parent=rna-gnl|WGS:JAJSEB|jg2936.t1;gbkey=mRNA;locus_tag=LSM04_000972;orig_protein_id=gnl|WGS:JAJSEB|jg2936.t1.CDS1;orig_transcript_id=gnl|WGS:JAJSEB|jg2936.t1;product=hypothetical protein",1341
"JAJSEB010000016.1","Genbank","CDS",244043,245383,".","+","0","ID=cds-KAH9599431.1;Parent=rna-gnl|WGS:JAJSEB|jg2936.t1;Dbxref=NCBI_GP:KAH9599431.1;Name=KAH9599431.1;gbkey=CDS;locus_tag=LSM04_000972;orig_transcript_id=gnl|WGS:JAJSEB|jg2936.t1;product=hypothetical protein;protein_id=KAH9599431.1",1341
"JAJSEB010000016.1","Genbank","gene",246910,247943,".","-",".","ID=gene-LSM04_002612;Name=LSM04_002612;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_002612",1034
"JAJSEB010000016.1","Genbank","mRNA",246910,247943,".","-",".","ID=rna-gnl|WGS:JAJSEB|jg2937.t1;Parent=gene-LSM04_002612;gbkey=mRNA;locus_tag=LSM04_002612;orig_protein_id=gnl|WGS:JAJSEB|jg2937.t1.CDS1;orig_transcript_id=gnl|WGS:JAJSEB|jg2937.t1;product=hypothetical protein",1034
"JAJSEB010000016.1","Genbank","exon",247631,247943,".","-",".","ID=exon-gnl|WGS:JAJSEB|jg2937.t1-1;Parent=rna-gnl|WGS:JAJSEB|jg2937.t1;gbkey=mRNA;locus_tag=LSM04_002612;orig_protein_id=gnl|WGS:JAJSEB|jg2937.t1.CDS1;orig_transcript_id=gnl|WGS:JAJSEB|jg2937.t1;product=hypothetical protein",313
"JAJSEB010000016.1","Genbank","exon",246910,247295,".","-",".","ID=exon-gnl|WGS:JAJSEB|jg2937.t1-2;Parent=rna-gnl|WGS:JAJSEB|jg2937.t1;gbkey=mRNA;locus_tag=LSM04_002612;orig_protein_id=gnl|WGS:JAJSEB|jg2937.t1.CDS1;orig_transcript_id=gnl|WGS:JAJSEB|jg2937.t1;product=hypothetical protein",386
"JAJSEB010000016.1","Genbank","CDS",247631,247943,".","-","0","ID=cds-KAH9599464.1;Parent=rna-gnl|WGS:JAJSEB|jg2937.t1;Dbxref=NCBI_GP:KAH9599464.1;Name=KAH9599464.1;gbkey=CDS;locus_tag=LSM04_002612;orig_transcript_id=gnl|WGS:JAJSEB|jg2937.t1;product=hypothetical protein;protein_id=KAH9599464.1",313
"JAJSEB010000016.1","Genbank","CDS",246910,247295,".","-","2","ID=cds-KAH9599464.1;Parent=rna-gnl|WGS:JAJSEB|jg2937.t1;Dbxref=NCBI_GP:KAH9599464.1;Name=KAH9599464.1;gbkey=CDS;locus_tag=LSM04_002612;orig_transcript_id=gnl|WGS:JAJSEB|jg2937.t1;product=hypothetical protein;protein_id=KAH9599464.1",386
"JAJSEB010000016.1","Genbank","mRNA",247589,247943,".","-",".","ID=rna-gnl|WGS:JAJSEB|jg2937.t2;Parent=gene-LSM04_002612;gbkey=mRNA;locus_tag=LSM04_002612;orig_protein_id=gnl|WGS:JAJSEB|jg2937.t2.CDS1;orig_transcript_id=gnl|WGS:JAJSEB|jg2937.t2;product=hypothetical protein",355
"JAJSEB010000016.1","Genbank","exon",247710,247943,".","-",".","ID=exon-gnl|WGS:JAJSEB|jg2937.t2-1;Parent=rna-gnl|WGS:JAJSEB|jg2937.t2;gbkey=mRNA;locus_tag=LSM04_002612;orig_protein_id=gnl|WGS:JAJSEB|jg2937.t2.CDS1;orig_transcript_id=gnl|WGS:JAJSEB|jg2937.t2;product=hypothetical protein",234
"JAJSEB010000016.1","Genbank","exon",247589,247657,".","-",".","ID=exon-gnl|WGS:JAJSEB|jg2937.t2-2;Parent=rna-gnl|WGS:JAJSEB|jg2937.t2;gbkey=mRNA;locus_tag=LSM04_002612;orig_protein_id=gnl|WGS:JAJSEB|jg2937.t2.CDS1;orig_transcript_id=gnl|WGS:JAJSEB|jg2937.t2;product=hypothetical protein",69
"JAJSEB010000016.1","Genbank","CDS",247710,247943,".","-","0","ID=cds-KAH9599465.1;Parent=rna-gnl|WGS:JAJSEB|jg2937.t2;Dbxref=NCBI_GP:KAH9599465.1;Name=KAH9599465.1;gbkey=CDS;locus_tag=LSM04_002612;orig_transcript_id=gnl|WGS:JAJSEB|jg2937.t2;product=hypothetical protein;protein_id=KAH9599465.1",234
"JAJSEB010000016.1","Genbank","CDS",247589,247657,".","-","0","ID=cds-KAH9599465.1;Parent=rna-gnl|WGS:JAJSEB|jg2937.t2;Dbxref=NCBI_GP:KAH9599465.1;Name=KAH9599465.1;gbkey=CDS;locus_tag=LSM04_002612;orig_transcript_id=gnl|WGS:JAJSEB|jg2937.t2;product=hypothetical protein;protein_id=KAH9599465.1",69
"JAJSEB010000016.1","Genbank","gene",248002,248406,".","+",".","ID=gene-LSM04_001252;Name=LSM04_001252;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_001252",405
"JAJSEB010000016.1","Genbank","mRNA",248002,248406,".","+",".","ID=rna-gnl|WGS:JAJSEB|jg2938.t1;Parent=gene-LSM04_001252;gbkey=mRNA;locus_tag=LSM04_001252;orig_protein_id=gnl|WGS:JAJSEB|jg2938.t1.CDS1;orig_transcript_id=gnl|WGS:JAJSEB|jg2938.t1;product=hypothetical protein",405
"JAJSEB010000016.1","Genbank","exon",248002,248406,".","+",".","ID=exon-gnl|WGS:JAJSEB|jg2938.t1-1;Parent=rna-gnl|WGS:JAJSEB|jg2938.t1;gbkey=mRNA;locus_tag=LSM04_001252;orig_protein_id=gnl|WGS:JAJSEB|jg2938.t1.CDS1;orig_transcript_id=gnl|WGS:JAJSEB|jg2938.t1;product=hypothetical protein",405
"JAJSEB010000016.1","Genbank","CDS",248002,248406,".","+","0","ID=cds-KAH9599436.1;Parent=rna-gnl|WGS:JAJSEB|jg2938.t1;Dbxref=NCBI_GP:KAH9599436.1;Name=KAH9599436.1;gbkey=CDS;locus_tag=LSM04_001252;orig_transcript_id=gnl|WGS:JAJSEB|jg2938.t1;product=hypothetical protein;protein_id=KAH9599436.1",405
"JAJSEB010000016.1","Genbank","gene",249270,250172,".","-",".","ID=gene-LSM04_001759;Name=LSM04_001759;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_001759",903
"JAJSEB010000016.1","Genbank","mRNA",249270,250172,".","-",".","ID=rna-gnl|WGS:JAJSEB|jg2939.t1;Parent=gene-LSM04_001759;gbkey=mRNA;locus_tag=LSM04_001759;orig_protein_id=gnl|WGS:JAJSEB|jg2939.t1.CDS1;orig_transcript_id=gnl|WGS:JAJSEB|jg2939.t1;product=CAAX prenyl protease 2",903
"JAJSEB010000016.1","Genbank","exon",249270,250172,".","-",".","ID=exon-gnl|WGS:JAJSEB|jg2939.t1-1;Parent=rna-gnl|WGS:JAJSEB|jg2939.t1;gbkey=mRNA;locus_tag=LSM04_001759;orig_protein_id=gnl|WGS:JAJSEB|jg2939.t1.CDS1;orig_transcript_id=gnl|WGS:JAJSEB|jg2939.t1;product=CAAX prenyl protease 2",903
"JAJSEB010000016.1","Genbank","CDS",249270,250172,".","-","0","ID=cds-KAH9599452.1;Parent=rna-gnl|WGS:JAJSEB|jg2939.t1;Dbxref=NCBI_GP:KAH9599452.1;Name=KAH9599452.1;gbkey=CDS;locus_tag=LSM04_001759;orig_transcript_id=gnl|WGS:JAJSEB|jg2939.t1;product=CAAX prenyl protease 2;protein_id=KAH9599452.1",903
"JAJSEB010000016.1","Genbank","gene",250539,253625,".","-",".","ID=gene-LSM04_006479;Name=LSM04_006479;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_006479",3087
"JAJSEB010000016.1","Genbank","mRNA",250539,253625,".","-",".","ID=rna-gnl|WGS:JAJSEB|jg2940.t1;Parent=gene-LSM04_006479;gbkey=mRNA;locus_tag=LSM04_006479;orig_protein_id=gnl|WGS:JAJSEB|jg2940.t1.CDS1;orig_transcript_id=gnl|WGS:JAJSEB|jg2940.t1;product=Rab3 GTPase-activating protein catalytic subunit",3087
"JAJSEB010000016.1","Genbank","exon",250539,253625,".","-",".","ID=exon-gnl|WGS:JAJSEB|jg2940.t1-1;Parent=rna-gnl|WGS:JAJSEB|jg2940.t1;gbkey=mRNA;locus_tag=LSM04_006479;orig_protein_id=gnl|WGS:JAJSEB|jg2940.t1.CDS1;orig_transcript_id=gnl|WGS:JAJSEB|jg2940.t1;product=Rab3 GTPase-activating protein catalytic subunit",3087
"JAJSEB010000016.1","Genbank","CDS",250539,253625,".","-","0","ID=cds-KAH9599569.1;Parent=rna-gnl|WGS:JAJSEB|jg2940.t1;Dbxref=NCBI_GP:KAH9599569.1;Name=KAH9599569.1;gbkey=CDS;locus_tag=LSM04_006479;orig_transcript_id=gnl|WGS:JAJSEB|jg2940.t1;product=Rab3 GTPase-activating protein catalytic subunit;protein_id=KAH9599569.1",3087
"JAJSEB010000016.1","Genbank","gene",254004,255836,".","-",".","ID=gene-LSM04_006845;Name=LSM04_006845;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_006845",1833
"JAJSEB010000016.1","Genbank","mRNA",254004,255836,".","-",".","ID=rna-gnl|WGS:JAJSEB|jg2941.t1;Parent=gene-LSM04_006845;gbkey=mRNA;locus_tag=LSM04_006845;orig_protein_id=gnl|WGS:JAJSEB|jg2941.t1.CDS1;orig_transcript_id=gnl|WGS:JAJSEB|jg2941.t1;product=PUA domain",1833
"JAJSEB010000016.1","Genbank","exon",254004,255836,".","-",".","ID=exon-gnl|WGS:JAJSEB|jg2941.t1-1;Parent=rna-gnl|WGS:JAJSEB|jg2941.t1;gbkey=mRNA;locus_tag=LSM04_006845;orig_protein_id=gnl|WGS:JAJSEB|jg2941.t1.CDS1;orig_transcript_id=gnl|WGS:JAJSEB|jg2941.t1;product=PUA domain",1833
"JAJSEB010000016.1","Genbank","CDS",254004,255836,".","-","0","ID=cds-KAH9599575.1;Parent=rna-gnl|WGS:JAJSEB|jg2941.t1;Dbxref=NCBI_GP:KAH9599575.1;Name=KAH9599575.1;gbkey=CDS;locus_tag=LSM04_006845;orig_transcript_id=gnl|WGS:JAJSEB|jg2941.t1;product=PUA domain;protein_id=KAH9599575.1",1833
"JAJSEB010000016.1","Genbank","gene",256028,257224,".","-",".","ID=gene-LSM04_000976;Name=LSM04_000976;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_000976",1197
"JAJSEB010000016.1","Genbank","mRNA",256028,257224,".","-",".","ID=rna-gnl|WGS:JAJSEB|jg2942.t1;Parent=gene-LSM04_000976;gbkey=mRNA;locus_tag=LSM04_000976;orig_protein_id=gnl|WGS:JAJSEB|jg2942.t1.CDS1;orig_transcript_id=gnl|WGS:JAJSEB|jg2942.t1;product=hypothetical protein",1197
"JAJSEB010000016.1","Genbank","exon",256028,257224,".","-",".","ID=exon-gnl|WGS:JAJSEB|jg2942.t1-1;Parent=rna-gnl|WGS:JAJSEB|jg2942.t1;gbkey=mRNA;locus_tag=LSM04_000976;orig_protein_id=gnl|WGS:JAJSEB|jg2942.t1.CDS1;orig_transcript_id=gnl|WGS:JAJSEB|jg2942.t1;product=hypothetical protein",1197
"JAJSEB010000016.1","Genbank","CDS",256028,257224,".","-","0","ID=cds-KAH9599432.1;Parent=rna-gnl|WGS:JAJSEB|jg2942.t1;Dbxref=NCBI_GP:KAH9599432.1;Name=KAH9599432.1;gbkey=CDS;locus_tag=LSM04_000976;orig_transcript_id=gnl|WGS:JAJSEB|jg2942.t1;product=hypothetical protein;protein_id=KAH9599432.1",1197
"JAJSEB010000016.1","Genbank","gene",257585,258322,".","-",".","ID=gene-LSM04_001885;Name=LSM04_001885;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_001885",738
"JAJSEB010000016.1","Genbank","mRNA",257585,258322,".","-",".","ID=rna-gnl|WGS:JAJSEB|jg2943.t1;Parent=gene-LSM04_001885;gbkey=mRNA;locus_tag=LSM04_001885;orig_protein_id=gnl|WGS:JAJSEB|jg2943.t1.CDS1;orig_transcript_id=gnl|WGS:JAJSEB|jg2943.t1;product=hypothetical protein",738
"JAJSEB010000016.1","Genbank","exon",257585,258322,".","-",".","ID=exon-gnl|WGS:JAJSEB|jg2943.t1-1;Parent=rna-gnl|WGS:JAJSEB|jg2943.t1;gbkey=mRNA;locus_tag=LSM04_001885;orig_protein_id=gnl|WGS:JAJSEB|jg2943.t1.CDS1;orig_transcript_id=gnl|WGS:JAJSEB|jg2943.t1;product=hypothetical protein",738
"JAJSEB010000016.1","Genbank","CDS",257585,258322,".","-","0","ID=cds-KAH9599453.1;Parent=rna-gnl|WGS:JAJSEB|jg2943.t1;Dbxref=NCBI_GP:KAH9599453.1;Name=KAH9599453.1;gbkey=CDS;locus_tag=LSM04_001885;orig_transcript_id=gnl|WGS:JAJSEB|jg2943.t1;product=hypothetical protein;protein_id=KAH9599453.1",738
"JAJSEB010000016.1","Genbank","gene",259313,261082,".","-",".","ID=gene-LSM04_004575;Name=LSM04_004575;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_004575",1770
"JAJSEB010000016.1","Genbank","mRNA",259313,261082,".","-",".","ID=rna-gnl|WGS:JAJSEB|jg2944.t1;Parent=gene-LSM04_004575;gbkey=mRNA;locus_tag=LSM04_004575;orig_protein_id=gnl|WGS:JAJSEB|jg2944.t1.CDS1;orig_transcript_id=gnl|WGS:JAJSEB|jg2944.t1;product=Protein kinase domain",1770
